Productos,Precio Final
LIJA N. 2000 POWER 9X11,"0,75"
LIJA N. 220 3M,"1,42"
LIJA N. 220 ABRACOL RLAX7-0220,"0,61"
LIJA N. 240 3M,"1,42"
LIJA N. 240 CARBORUNDUM,"0,75"
LIJA N. 240 DIGIDISK,"0,71"
LIJA N. 240 SPEED,"0,75"
LIJA N. 280 3M,"1,42"
LIJA N. 280 ABRACOL,"0,71"
LIJA N. 280 CARBORUNDUM,"0,75"
LIJA N. 280 DIGIDISK,"0,71"
LIJA N. 320 ABRACOL RLAX7-0320,"0,55"
LIJA N. 320 DIGIDISK,"0,71"
LIJA N. 320 POWER,"0,75"
LIJA N. 320 SPEED,"1,70"
LIJA N. 360 ABRACOL RLAX7-0360,"0,55"
LIJA N. 360 CARBORUNDUM,"0,75"
LIJA N. 400 POWER,"0,75"
LIJA N. 400 SPEED,"0,75"
LIJA N. 500 3M,"1,42"
LIJA N. 500 CARBORUNDUM,"0,71"
LIJA N. 60 ABRACOL RLAX7X-0060,"0,80"
LIJA N. 600 3M,"1,42"
LIJA N. 600 ABRACOL RLAX7-0600,"0,49"
LIJA N. 600 CARBORUNDUM,"0,71"
LIJA N. 600 SPEED,"0,70"
LIJA N. 80 3M,"1,42"
LIJA N. 80 ABRACOL RLAX7-0080,"0,87"
LIJADORA D/BANDA SKLIL 3X21 7640 900W 868455,"234,58"
LIJADORA ORBITAL BOSCH 1/2 HOJA GSS23AE 190W 866152,"239,25"
LIJADORA ORBITAL BOSCH 1/4 HOJA GSS140 220W 866107,"149,07"
LIMA PARA MOTOSIERRA 3/16,"3,77"
"LIMA PARA MOTOSIERRA 5/32 X 8"" EXXEL 51-155","2,19"
"LIMA PARA MOTOSIERRA 7/32X8"" EXXEL 51-157","2,19"
"LIMA PLANA 7"" EXXEL C/MANGO 00-022-014 / 40-122","3,22"
"LIMA REDONDA AKSI 10"" S/MANGO","4,86"
"LIMA REDONDA EXEEL 7"" C/MANGO 00-022-016","2,96"
"LIMA REDONDA TRUPER 8"" C/MANGO 15316","7,58"
"LIMA TRIANGULAR 6"" C/MANGO","3,96"
"LIMA TRIANGULAR EXXEL 7"" C/MANGO 00-022-019 / 40-128","3,38"
LIMA TRIANGULAR HR-M3297,"5,48"
LIMPIA INYECTORES KHANDEL KHANDELLI,"4,39"
LIMPIA MICAS Y CROMOS 120CC SQ,"4,25"
LIMPIA VIDROS KRISTAL SQ 440CC,"5,90"
LIMPIADOR AIRE ACONDICIONADO EVAR LITRO EVAR-04,"3,58"
LIMPIADOR DE CARBURADOR SQ SPRAY 354CC,"5,51"
LIMPIADOR DE CAUCHOS SQ 440,"6,96"
LIMPIADOR DE FRENOS SQ 565,"6,97"
LIMPIADOR DE JUNTAS 500CC C/PISTOLA,"7,22"
LIMPIADOR DE JUNTAS 960CC,"9,90"
LIMPIADOR DE MOTOR SQ 354 CC,"5,02"
LIMPIADOR DE TAPICERIA VELOUR SQ 354CC,"4,93"
LIMPIADOR ELECTRONICO SQ 180CC,"9,32"
LIMPIADOR P/TUBERIA PVC 120CC PALC,"6,22"
LIMPIADOR P/TUBERIA PVC 30CC PALC,"2,68"
LIMPIADOR P/TUBERIA PVC 60CC PALC,"3,48"
LIMPIAPARABRISAS 12 PUL HAMMER ECOTECH CE0401,"4,52"
LIMPIAPARABRISAS 14 PUL HAMMER ECOTECH CE0402,"4,52"
LIMPIAPARABRISAS 21 PUL HAMMER ECOTECH CE0408,"4,90"
LIMPIAPARABRISAS ECO 18 PUL BOSCH 020043,"5,09"
LIMPIAPARABRISAS ECO 20 PUL 2PZA 101348,"3,35"
LIMPIAPARABRISAS ECO 24 PUL BOSCH 020098,"9,50"
LINTERNA RECARGABLE 1LED MAS 24SMD LM 2881 B010205,"15,53"
LINTERNA RECARGABLE MULTIFUNC. 1 MAS 3LED RE6313,"18,23"
LINTERNA TIPO MINERO RECARGABLE EXXEL 03-015-132,"10,16"
LINTERNA TIPO MINERO RECARGABLE TRUPER 16716,"88,52"
"LLAVE AJUSTABLE 8"" MANGO FORRADO","9,43"
"LLAVE AJUSTABLE EXXEL 10"" MANGO FORRADO 00-023-027","14,85"
"LLAVE AJUSTABLE EXXEL 12"" MANGO FORRADO 22-039","19,00"
"LLAVE AJUSTABLE EXXEL 8"" MANGO FORRADO 22-037","11,43"
"LLAVE AJUSTABLE KOBY 10""","37,76"
LLAVE AJUSTABLE P/FILTRO TRUPER 14543,"54,67"
LLAVE ALLEN 5 MM,"0,80"
LLAVE ARRESTO 1/2 X 1/2 ACERO INOX PUL M/H GB-111-A,"6,97"
LLAVE ARRESTO 1/2 X 1/2 EXXEL 04-023-129,"5,86"
LLAVE ARRESTO 1/2 X 1/2 PUL RED. L152 FAGUAX,"13,25"
LLAVE ARRESTO 1/2 X 1/2 PULM F.P. 02RP01,"17,89"
LLAVE ARRESTO 1/2 X 1/2 PULM L166 FAGUAX,"5,55"
LLAVE ARRESTO DOBLE 1/2 X 1/2 CROMADO F.P. 02RP01D,"18,52"
LLAVE ARRESTO DOBLE 1/2 X 1/2 CROMADO L167 FAGUAX,"16,60"
LLAVE ARTILLERIA TRUPER 1 X 1.1/8 PUL 15486,"55,62"
LLAVE BOLA BRONCE 1/2 F.P LIVIANA PASO RAPIDO 01B405,"18,52"
LLAVE BOLA BRONCE 3/4 F.P 01B407,"21,62"
LLAVE BOLA CROMADA 1 1/2 PUL LIVIANA F.P 01B315,"90,67"
LLAVE BOLA CROMADA 1 F.P PESADA 01B110,"60,62"
LLAVE BOLA CROMADA 1/2 F.P. LIVIANA 01B705,"21,37"
LLAVE BOLA CROMADA 1/2 P/MANGUERA BM-MB,"11,41"
LLAVE BOLA CROMADA 1/2 PUL F.P PESADA 01B105,"39,02"
LLAVE BOLA CROMADA 2 1/2 LIVIANA F.P 01B325,"281,18"
LLAVE BOLA CROMADA 2 LIVIANA F.P 01B320,"135,91"
LLAVE BOLA CROMADA 3 LIVIANA F.P 01B330,"542,08"
LLAVE BOLA CROMADA 3/4 F.P 01B707 FULL PORT,"26,11"
LLAVE BOLA CROMADA 3/4 PUL F.P PESADA 01B107,"61,36"
LLAVE BOLA CROMADA 4 LIVIANA F.P 01B340,"581,90"
LLAVE BOLA MINI 1/2 PUL FAGUAX L150,"6,82"
"LLAVE BOLA PVC PARA PEGAR 1""","7,54"
"LLAVE BOLA PVC PARA PEGAR 1/2""","1,13"
"LLAVE BOLA PVC PARA PEGAR 2"" LLPV-P20","14,28"
"LLAVE BOLA PVC PARA PEGAR 3/4""","4,09"
"LLAVE BOLA PVC PARA ROSCAR 1"" LF F5105CD","2,36"
"LLAVE BOLA PVC PARA ROSCAR 1"" TUBRICA","7,90"
"LLAVE BOLA PVC PARA ROSCAR 1/2"" LF-5105CA","1,13"
"LLAVE BOLA PVC PARA ROSCAR 2 1/2""","25,81"
"LLAVE BOLA PVC PARA ROSCAR 3/4"" LF-5105CB","1,51"
"LLAVE BOLA PVC PARA ROSCAR 4""","35,82"
"LLAVE BOLA UNION UNIV PVC 1"" PARA ROSCAR TUBRICA","14,99"
"LLAVE BOLA UNION UNIV PVC 1/2"" PARA ROSCAR TUBRICA","6,28"
"LLAVE BOLA UNION UNIV PVC 2"" PARA ROSCAR TUBRICA","55,93"
"LLAVE BOLA UNION UNIV PVC 3/4"" PARA ROSCAR TUBRICA","10,05"
LLAVE CHORRO BRONCE 1/2 X 3/4 GRIVEN LLA-43,"9,29"
"LLAVE COMBINACION 1 1/16""","22,82"
"LLAVE COMBINACION 1 1/4""","28,88"
"LLAVE COMBINACION 1 1/8""","23,94"
"LLAVE COMBINACION 1 3/16""","8,47"
"LLAVE COMBINACION 1 5/16""","14,95"
"LLAVE COMBINACION 1""","7,58"
"LLAVE COMBINACION 1/2"" 322067 SATA","12,18"
"LLAVE COMBINACION 1/4""","6,73"
LLAVE COMBINACION 14 MM,"4,35"
LLAVE COMBINACION 15 MM,"6,74"
LLAVE COMBINACION 16 MM,"4,48"
LLAVE COMBINACION 17MM,"5,89"
"LLAVE COMBINACION 3/4"" 322071 SATA","19,00"
"LLAVE COMBINACION 3/8""","2,15"
"LLAVE COMBINACION 5/16""","3,13"
"LLAVE COMBINACION 5/8""","16,91"
"LLAVE COMBINACION 7/16"" 322066 SATA","10,99"
"LLAVE COMBINACION 7/8""","23,64"
LLAVE COMBINACION 7MM,"4,65"
LLAVE COMBINACION 8MM,"2,83"
LLAVE COMBINACION 9MM,"3,09"
LLAVE COMPUERTA 1,"50,14"
LLAVE COMPUERTA 1 1/2 F.P. 01C115,"74,69"
LLAVE COMPUERTA 1 1/4 F.P. 01C112,"61,70"
LLAVE COMPUERTA 1 BM-VC1,"31,99"
LLAVE COMPUERTA 1 F.P. 01C110,"45,12"
LLAVE COMPUERTA 2 F.P. 01C120,"110,27"
"LLAVE CRUZ EXXEL 18"" 07-014-022","14,95"
"LLAVE CRUZ EXXEL 20"" 07-014-023","15,94"
"LLAVE CRUZ PRETUL 18"" 21801","31,61"
"LLAVE CRUZ PRETUL 20"" 21802","38,37"
LLAVE DE ARRESTO 1/2x1/2 CR BOL BM-LLAA2 BOUMAC,"11,32"
LLAVE DE PASO 3/4 F.P. 02PA71,"29,10"
LLAVE DE PASO BOLA C/ROSCA PVC 1/2 X 1/2 GB-800,"1,39"
LLAVE DE PASO BOLA C/ROSCA PVC 3/4 X 3/4 GB-801,"1,94"
LLAVE DE PASO COMPUERTA 1/2 F.P. 02PA51,"22,77"
LLAVE DUCHA IND. BLUE D40 FAGUAX,"21,39"
LLAVE DUCHA IND. CAICOS D29 FAGUAX,"21,62"
LLAVE DUCHA IND. CENTURY D23 FAGUAX,"21,84"
LLAVE DUCHA IND. TURKS D28 FAGUAX,"22,66"
LLAVE DUCHA INDIVIDUAL METAL LF F2019,"25,38"
LLAVE DUCHA INDIVIDUAL METAL LF R-6105C,"7,58"
LLAVE DUCHA INDIVIDUAL POMO MAREA METALICO 4 PUL,"29,33"
LLAVE FILTRO DE ACEITE TRUPER METAL 14518,"16,82"
LLAVE LAVAMANOS C/CISNE ABS BPL2303S METALES ALEADOS,"12,25"
LLAVE LAVAMANOS C/CISNE ABS MANILLA LUNA BPL2L03 METALES ALEADOS,"15,65"
LLAVE LAVAMANOS DE LUJO AGUA FRIA GB-909,"22,62"
LLAVE LAVAMANOS DE LUJO AGUA FRIA GB-912,"23,65"
LLAVE LAVAMANOS DE LUJO IND. GB-903,"15,69"
LLAVE LAVAMANOS DE LUJO IND. GB-904,"14,57"
LLAVE LAVAMANOS GB-382,"19,31"
LLAVE LAVAMANOS GB-383,"23,21"
LLAVE LAVAMANOS GB-389,"46,46"
LLAVE LAVAMANOS GB-445,"5,77"
LLAVE LAVAMANOS GB-454,"3,29"
LLAVE LAVAMANOS IND. GILI L129 FAGUAX P,"35,22"
LLAVE LAVAMANOS IND. KUALA LUMPUR L39 FAGUAX,"15,79"
LLAVE LAVAMANOS IND. TORONTO L18 FAGUAX,"25,06"
LLAVE LAVAMANOS LA CRIOLLA MET028M METALES ALEADOS,"45,17"
LLAVE LAVAMANOS M.A. MET-414,"33,76"
LLAVE LAVAMANOS METALICA FLORENCIA M.A. MET-224,"26,69"
LLAVE LAVAMANOS MONOMANDO NAVAGIO L111 FAGUAX PLUS,"58,46"
LLAVE LAVAMANOS PUSH BOTTOM CIERRE AUT. GB-252,"14,78"
LLAVE LAVAMANOS PUSH BOTTOM CIERRE AUT. GRIVEN LLA-26,"32,61"
LLAVE METALICA D/GASOLINA P/CARBURADOR GX160/GX200-72,"2,19"
LLAVE MULTIFUNCIONAL DOBLE EXTREMO HR-277,"6,53"
LLAVE P/FILTRO CAMION 4-3/8 SURTEK LF2000,"31,35"
LLAVE P/FILTRO DE LONA SURTEK 107315,"13,27"
"LLAVE P/MANDRIL 1/2"" EXXEL 00-024-006","0,86"
LLAVE P/MANDRIL 3/8,"2,28"
LLAVE P/MANDRIL 5/8 PUL Y 3/4 PUL,"2,94"
LLAVE P/MANGUERA BOLA CROMADA 1/2 F.P 02MB71 FULL PORT,"27,35"
LLAVE P/MANGUERA CROMADA F.P. 1/2 F.P 02MA53,"29,39"
LLAVE P/MANGUERA DE BRONCE F.P. 1/2 F.P 02MA51,"29,10"
LLAVE P/MANGUERA SATINADA F.P. 1/2 F.P 02MA52,"30,45"
"LLAVE P/TUBO BRUFER 18"" BRUFER","20,84"
"LLAVE P/TUBO BRUFER 18"" INCLINADA","61,41"
"LLAVE P/TUBO BRUFER 24"" INCLINADA","92,05"
"LLAVE P/TUBO EXXEL 10"" 00-023-140","9,53"
"LLAVE P/TUBO EXXEL 18"" 00-023-143","21,04"
"LLAVE P/TUBO EXXEL 24"" 00-023-140/03-016","39,01"
"LLAVE P/TUBO PRETUL 18"" 22014","48,01"
"LLAVE P/TUBO TOLSEN 12"" 10069","17,84"
"LLAVE P/TUBO TOLSEN 14"" 10070","20,91"
LLAVE PARA BOTELLON ROSCA 3/8 GB-84-B,"10,44"
LLAVE PARA ENFRIADOR AGUA 3/8 TESCO 01-878,"4,83"
LLAVE PARA FILTRO GRANDE PAVONADO 10 SURTEK,"9,63"
LLAVE PARA FILTRO SAN BLAS G89 FAGUAX P,"37,93"
LLAVE PARA MANGUERA PLASTICA,"1,74"
LLAVE SACA BUJIA P/DESMAL 43/52CC CG430/520-81,"1,70"
LLAVE SACA BUJIAS 13/16,"7,41"
LUSTRADOR 120CC SQ,"4,96"
LUSTRADOR SQ 360CC,"10,11"
LUZ INDICADORA LED 120V ROJO ANANDELI CON14190 / AD16-22D-120V-R,"3,28"
LUZ INDICADORA LED 220V ROJO ANANDELI CON14193 / AD16-22D-220V-R,"2,12"
LUZ INDICADORA LED 220V VERDE ANANDELI CON14194 / AD16-22D-220-V,"2,12"
"MACHETE LINIERO 20"" PULIDO INCOLMA","9,98"
"MACHETE LINIERO 22"" PULIDO INCOLMA","9,98"
"MACHETE ROZADOR 20"" C/BIMATERIAL 1007065 RUTEL","8,21"
"MACHETE ROZADOR 20"" PULIDO INCOLMA","10,37"
"MACHETE ROZADOR 22"" C/BIMATERIAL 1007067 RUTEL","9,21"
"MACHETE ROZADOR 22"" C/MADERA1007066 RUTEL","8,28"
"MACHETE ROZADOR 22"" PULIDO INCOLMA","10,37"
"MACHETE RULA 24"" EXXEL M205B-3","5,42"
MACHUELO DE ACERO AL CARBON M10X1.25 SURTEK 123836,"5,96"
MACHUELO DE ACERO AL CARBON M10X1.5 SURTEK 123837,"5,96"
MACHUELO DE ACERO AL CARBON M6X1 SURTEK 123833,"3,70"
MACHUELO DE ACERO AL CARBON M8X1.25 SURTEK 123835,"3,28"
MAGNETO (VOLANTE) P/DESMAL 43/52CC CG430/520-18,"14,20"
MALLA ALASO 1 X 1 C12 1MT X 2MT SUF550,"102,73"
MALLA ALASO 1X1/2X0.90 C14 X METRO(ROLLO 7.5MT)SUF521,"34,05"
MALLA ALASO 1X1X0.90 C14 X METRO(ROLLO 7.5MT)SUF525,"22,58"
MALLA ALASO 2 X 1 C12 1MT X 2MT SUF555,"78,34"
MALLA ALASO 2 X 1 C12 2MT X 2MT SUF565,"154,32"
MALLA ALASO 2 X 2 C12 1MT X 2MT SUF557,"53,61"
MALLA ALASO 2 X 2 C12 2MT X 2MT SUF570,"103,40"
MALLA ALASO 2X1X0.90 C14 X METRO(ROLLO 7.5MT)SUF530,"16,57"
MALLA ALASO 2X1X0.90 C16 X METRO(ROLLO 7.5MT)SUF510,"10,99"
MALLA CEDAZO 10X10 METALICA 0.90 MTS ANCHO X MTS,"4,57"
MALLA CEDAZO 3X3 NEGRO 1.45 M DE ANCHOXMETRO TRICAL(ROLLO 30MTS),"9,63"
MALLA CEDAZO 7X7 NEGRO 0.90 M DE ANCHOXMETRO TRICAL(ROLLO 30MTS),"6,47"
MALLA CEDAZO 8X8 METALICA 0.90 MTS ANCHO X MTS,"3,70"
"MALLA GALLINERO 2"" NEGRO 1.65 METRO ANCHO X METRO TRICAL(ROLLO 30MTS) PLAST","6,37"
MALLA GALLINERO C-18 X 1.65 X 30MTS VICSON GALVANIZADA,"144,97"
MALLA MOSAICO CRISTAL CH4115 30X30 CEVCA UND-0.2KG,"6,86"
MALLA MOSAICO CRISTAL CH4117 30X30 CEVCA UND-0.2KG,"6,86"
MALLA MOSAICO CRISTAL CH4119 30X30 CEVCA UND-0.2KG,"6,86"
MALLA MOSAICO CRISTAL HP4008 30X30 CEVCA UND-0.2KG,"6,86"
MALLA MOSAICO CRITAL CH4207 30X30 UND CEVCA-0.2KG,"6,86"
MALLA MOSQUITERO ALUMINIO 1.20 ANCHOXMETRO(ROLLO DE 30M),"7,16"
MALLA MOSQUITERO AZUL 1.03 MTS. ANCHOXMETRO TRICAL(ROLLO 30MTS),"3,57"
MALLA MOSQUITERO BLANCO 1.22 MTS. ANCHOXMETRO TRICAL(ROLLO 30MTS),"4,35"
MALLA MOSQUITERO FIBRA DE VIDRIO BLANCA 1.00 M. ANCHOXMETRO TRICAL(ROLLO 30MTS),"3,26"
MALLA MOSQUITERO FIBRA DE VIDRIO GRIS 1.05 M. ANCHOXMETRO TRICAL(ROLLO 30MTS),"3,83"
MALLA MOSQUITERO FIBRA DE VIDRIO NEGRO 1.05 M. ANCHOXMETRO TRICAL(ROLLO 30MTS),"3,83"
MALLA MOSQUITERO GRIS 1.03 MTS. ANCHOXMETRO TRICAL(ROLLO 30MTS),"3,57"
MALLA MOSQUITERO GRIS 1.22 MTS. ANCHOXMETRO TRICAL(ROLLO 30MTS),"4,35"
MALLA MOSQUITERO NEGRO 1.22 MTS. ANCHOXMETROS TRICAL(ROLLO 30MTS),"4,35"
MALLA MOSQUITERO VERDE 1.03 MTS. ANCHOXMETRO TRICAL(ROLLO 30MTS),"3,57"
MALLA MOSQUITERO VERDE 1.22 MTS. ANCHOXMETRO TRICAL(ROLLO 30MTS),"4,35"
"MALLA PAJARERA 3/4"" X 1MTS X 30MTS VICSON GALVANIZADA","157,47"
MALLA PARA CERCA PLASTICA VERDE 1.83 MTS. ANCHOXMETRO TRICAL(ROLLO 25MTS),"16,10"
MALLA PARA PISO 6X6X3.43MMX 50MTS.2 (15X15) 2.50 MTS X 20 MTS,"97,76"
MALLA PARA PISO 6X6X3.43MMX100MTS.2 (15X15) 2.50 MTS X 40 MTS,"195,53"
MALLA PARA PISO 6X8X3.43MMX 50MTS.2 (15X20) 2.50 MTS X 20 MTS LIVIANA,"85,23"
MALLA PARA PISO 6X8X3.43MMX100MTS.2 (15X20) 2.50 MTS X 40 MTS LIVIANA,"170,48"
"MALLA POLLITO 1"" NEGRO 1.00 METRO ANCHO X METRO TRICAL(ROLLO 30MTS) PLAST","6,86"
MALLA POLLITO 1/2 PUL NEGRO 1.50 METRO ANCHO X METRO TRICAL(ROLLO 30MTS) PLAST,"8,58"
MALLA POLLITO 3/4 PUL NEGRO 1.83 METRO ANCHO X METRO TRICAL(ROLLO 30MTS) PLAST,"10,25"
MALLA REJA 10X10 NEGRO 1.03 M DE ANCHOXMETRO TRICAL(ROLLO 25MTS),"5,13"
MALLA REJA 15X15 VERDE 1.03 M DE ANCHOXMETRO TRICAL(ROLLO 25MTS),"4,81"
"MANDARRIA BRUFER 4KGS 8LBS 28""M/FIBRA 14903","50,78"
"MANDARRIA BRUFER 4KGS 8LBS 36""M/FIBRA 14906","62,32"
MANDARRIA EXXEL 2KGS 4LBS 16-020 / 00-025-004,"20,56"
MANDARRIA EXXEL 3KGS 6LBS 16-021 / 00-025-005,"40,02"
MANDRIL DREMEL P/BROCA UNIVERSAL 2615004486 862080,"16,33"
MANDRIL P/TALADRO S/P GBM 1600 909260 / 1619PA3304,"32,90"
MANDRIL PROMI P/TALADRO 1/2 DE 1/2 X 20 C/LLAVE 304403,"15,08"
MANDRIL PROMI P/TALADRO 1/2 DE 3/8 X 24 C/LLAVE 304404,"14,34"
MANDRIL STARRETT P/SIERRA COPA 3/8 PUL A-1 331601,"45,39"
MANERAL P/MACHUELO 1/16-1/4 SURTEK 123900,"10,79"
MANERAL P/MACHUELO 1/8-1/2 SURTEK 123902,"12,64"
"MANGO ANTIVIBRACION P/ESMERIL 4 1/2"" Y 5"" BOSCH 025171 / 880200","19,56"
"MANGO ARTICULADO 380MM 1/2"" T20713","67,92"
MANGO ARTICULADO PROMI 1/2 X 15 305064,"53,29"
MANGO PLASTICO PARA PALA,"2,68"
MANGO SOLO D/ACELERACION P/DESMALEZADORA CG430/520-68,"11,88"
MANGO SURTEK PLASTICO P/LIMA 2PZA 120300,"5,13"
MANGUERA ACERO P/GAS 7/16 X 50CM EAG-D50,"20,56"
MANGUERA ACERO P/GAS 7/16 X 80CM EAG-D80,"29,88"
"MANGUERA COVALCA GRADO ALIMENTICIO 1"" H02581-1001","14,44"
"MANGUERA COVALCA GRADO ALIMENTICIO 3/4"" H02581-751","12,06"
"MANGUERA COVALCA P/SUCCION AGUA/ALIMENT.2"" H02570-2000","69,18"
MANGUERA CULEBRA 1/2 X 10MTS C/CONEX PLASTICA EXXEL,"20,52"
MANGUERA CULEBRA 1/2 X 20MTS C/CONEX PLASTICA EXXEL,"33,41"
MANGUERA CULEBRA 1/2 X 25MTS C/CONEX PLASTICA EXXEL,"42,33"
MANGUERA CULEBRA 1/2 X 30MTS C/CONEX PLASTICA EXXEL,"46,44"
MANGUERA CULEBRA 1/2 X METRO,"2,04"
MANGUERA CULEBRA 1/2 X METRO EXXEL 09-010,"1,22"
MANGUERA D/GASOL P/DESMAL CG430/520-36,"1,89"
MANGUERA DE VACIO 1/2 PUL X METROS 80PSI (ROLLO 25MTS),"2,49"
MANGUERA DE VACIO 3/8 PUL X METROS 80PSI (ROLLO 25MTS),"2,47"
MANGUERA FLEX. 1/2X1/2X40CM.GRIF F.P 35MA01,"15,78"
MANGUERA FLEX. 1/2X5/8X40CM.WC F.P 35MA02,"17,89"
MANGUERA FLEX. 50CM.1/2X1/2 GRIVEN MAN-FLEX-01,"4,03"
MANGUERA FLEX.DUCHA TELEFONO 1 MTS. (CANILLA),"9,31"
MANGUERA FLEX.DUCHA TELEFONO 1.20 MTS. (CANILLA),"12,44"
MANGUERA FLEX.METALICA 50CM.1/2X5/8 WC GRIVEN MAN-FLEX-02,"3,73"
MANGUERA FLEX.MONOMANDO C/F 50CM GB-260,"5,26"
MANGUERA FLEX.MONOMANDO C/F 50CM GB-261,"1,42"
MANGUERA FLEX.PLAST. 40CM.1/2X5/8 CANILLA WC,"4,26"
"MANGUERA FLEX.PLASTICA POLY-FLO 3/8""XMTS GB-96","0,96"
"MANGUERA FLEX.PLASTICA POLY-FLO 5/16""XMTS","0,55"
MANGUERA MOROCHA P/EQUIPO OXICORTE 1/4XMETROS CV7126-04,"22,16"
"MANGUERA NEGRA P/RIEGO 1"" (32MM) X 100MTS X 150PSI","185,83"
"MANGUERA NEGRA P/RIEGO 1"" (32MM) X 100MTS X 90PSI","145,26"
"MANGUERA NEGRA P/RIEGO 1/2"" (20MM) X 100MTS X 150PSI","65,90"
"MANGUERA NEGRA P/RIEGO 3/4"" (25MM) X 100MTS X 150PSI","105,68"
MANGUERA P/ GASOLINA Y ACEITE 1/2 PUL 250PSI PS7100050,"9,60"
MANGUERA P/ GASOLINA Y ACEITE 1/4 PUL 250PSI PS7100025,"4,38"
MANGUERA P/ GASOLINA Y ACEITE 1/4 PUL COVALCA H0106-04,"9,19"
MANGUERA P/ GASOLINA Y ACEITE 3/8 PUL 250PSI PS7100038,"6,64"
MANGUERA P/ GASOLINA Y ACEITE 5/16PUL COVALCA H0106-05,"11,46"
MANGUERA P/ PISTOLA ENGRASAR DE GOMA C/PICO TRUPER 14862,"12,06"
MANGUERA P/ PISTOLA ENGRASAR DE GOMA GROZ 140337,"13,01"
"MANGUERA P/AIRE ALTA PRESION 1"" X METROS","18,97"
"MANGUERA P/AIRE ALTA PRESION 1/2 "" X METROS","8,92"
"MANGUERA P/AIRE ALTA PRESION 1/4"" X METROS","6,03"
"MANGUERA P/AIRE ALTA PRESION 3/8"" X METROS H02092-380","10,57"
"MANGUERA P/AIRE ALTA PRESION 5/16"" X METROS H02092-313","12,02"
MANGUERA P/HIDROLAVADORA 2610 PSI GWP65.2,"18,85"
MANGUERA P/HIDROLAVADORA 3000 PSI 30 6188,"88,60"
MANGUERA P/HIDROLAVADORA 3000 PSI 7102768/8102768,"47,13"
MANGUERA P/HIDROLAVADORA 3100 PSI 7107294/6779745,"73,52"
"MANGUERA PLASTICA TRANSPARENTE 1 1/2""XMTS","11,89"
"MANGUERA PLASTICA TRANSPARENTE 1 1/4""XMTS","7,12"
"MANGUERA PLASTICA TRANSPARENTE 1""XMTS","4,73"
"MANGUERA PLASTICA TRANSPARENTE 1/2""XMTS","2,65"
"MANGUERA PLASTICA TRANSPARENTE 1/4""XMTS","0,48"
"MANGUERA PLASTICA TRANSPARENTE 2""XMTS","19,02"
"MANGUERA PLASTICA TRANSPARENTE 3/16""XMTS","0,52"
"MANGUERA PLASTICA TRANSPARENTE 3/4""XMTS","3,63"
"MANGUERA PLASTICA TRANSPARENTE 3/8""XMTS","0,75"
"MANGUERA PLASTICA TRANSPARENTE 5/16""XMTS","0,57"
MANGUERA RANURADA P/GAS 3/8 PUL X MTS,"1,68"
"MANGUERA TRAMADA GRIS 1/2"" ARM. 1/2"" X 20 MTS M12T20P","29,86"
MANGUERA TRANSPARENTE NO TOXICA 1 PUL X METROS V-STA 1 PUL,"17,97"
MANGUERA VERDE REFORZADA 1/2X25MTS PTM04225 BELL POWER,"37,82"
MANGUERA VERDE REFORZADA 3/4 X METRO,"1,29"
MANILLA CRUCETA PARA VASTAGO,"7,83"
MANILLA P/CERRAD. F/M ALUMINIO HR-130,"13,51"
MANILLA P/CERRAD. F/M BLANCA EXXEL 53-171,"15,94"
MANILLA P/CERRAD. F/M NEGRA EXXEL 53-172,"15,94"
MANILLA P/CERRAD. F/M PLACA RECTA 5-141-146-08,"12,24"
MANILLA P/CERRAD. F/M PLATA EXXEL 53-173,"15,95"
MANILLA P/CERRAD. INOX 2551 VISALOCK 91002558,"28,04"
MANILLA P/CERRAD. INOX 2552 VISALOCK 91002538,"28,04"
MANILLA P/CERRAD. M/M BLANCA HR-113-B,"13,05"
MANILLA P/CERRAD. M/M NEGRO HR-113,"8,48"
MANILLA P/CERRAD. M/M ROSETA 5-0000148-01,"10,30"
MANILLA PARA VENTANA VASCULANTE,"7,24"
MANILLA PARA VENTANA Y PUERTA 5-0000047-01,"4,25"
MANTO ASFALTICO 2.2 DURA ( EDIL) ALUMINIO AUTOAD. 10 MTS2 10332210,"170,69"
MANTO ASFALTICO 2.2 DURA ( EDIL) ALUMINIO AUTOAD. X METRO,"22,37"
MANTO ASFALTICO 3.0 DURA (EDIL AT) ALUMINIZADO 10 MTS2. 10130405,"143,78"
MANTO ASFALTICO BITUPLAST 4.20MM 10MT2,"90,84"
MANTO ASFALTICO DURA( EDIL) 2.7 MM 10MT2 10112703,"81,24"
MANTO ASFALTICO DURA( EDIL) 3.20MM 10MT2 10113202,"89,35"
MANTO ASFALTICO DURA( EDIL) 3.20MM X METROS,"10,98"
MANTO ASFALTICO DURA( EDIL) 4.20MM 10MT2 10114201,"123,57"
MANUBRIO D/ACELERACION DER.P/DESM.43/52CC CG430/520-67,"13,99"
MANUBRIO HORSE HTM0471K,"13,21"
MARCO PARA PUERTA 0.70 CALIBRE 20 B-10 DERECHA,"49,91"
MARCO PARA PUERTA 0.70 CALIBRE 20 B-10 IZQUIERDA,"49,91"
MARCO PARA PUERTA 0.70 CALIBRE 20 B-12 DERECHO,"52,78"
MARCO PARA PUERTA 0.70 CALIBRE 20 B-12 IZQUIERDA,"52,78"
MARCO PARA PUERTA 0.70 CALIBRE 20 B-15 DERECHO,"57,10"
